Gene Symbol,lacZ 1,lacZ 2,lacZ 3,lacZ 4,lacZ 5,lacZ 6,HA cont 1,HA cont 2,HA cont 3,HA cont 4,HA chol 1,HA chol 2,HA chol 3,HA chol 4,HA bor 1,HA bor 2,HA bor 3,HA bor 4
Dnajb11,0.213054771,0.741735001,-1.487916685,-0.068639922,-0.90934657,0.474810269,0.606709286,0.284273558,-0.367634769,-0.035151899,0.557881999,0.121182209,0.023599351,0.22011864,0.062951646,0.031281919,-0.679446218,0.430396723
Rps16,0.166894357,0.667142749,-0.076492041,0.152949722,-0.434553347,-0.088791316,0.517733208,0.523614723,0.05232255,0.507725818,0.698713446,0.180668477,0.303419961,0.703642886,-0.701113386,-0.688420086,-0.144586739,0.341709745
Tuba1a,1.224840658,-0.072874092,-0.027798521,0.05949847,1.347600647,0.193597795,-0.271511277,-0.215169541,0.20476484,0.343516278,-0.406319116,0.504474963,-0.198216747,0.368060433,0.912877176,0.416811362,1.669107473,-0.346952584
Rps6,0.155072573,0.563000951,-0.329131514,-0.060346081,-1.475064042,-0.343775057,0.505929715,0.281538146,-0.250667523,-0.148555502,0.466054816,0.320393601,0.081947992,-0.115107326,-1.07147598,-1.190027149,-0.600544877,-0.428444112
Rpl34,0.140840084,0.754432442,0.018428054,0.074509688,-0.582593408,-0.031643714,0.45917896,0.379798778,0.621788355,0.117565518,0.669480705,0.182645067,0.260653711,0.71453185,-0.697964775,-0.750555723,-0.554194725,0.454758318
Slc27a2,-0.393658332,0.159010206,-0.079826589,0.078868257,-0.318247724,0.31895392,-0.048331634,-0.228442908,-0.221629864,0.264301272,0.003537788,0.017160616,-0.145011131,0.195949304,-0.523598241,-0.341323812,-1.345027481,-0.248721953
Acta2,-1.317906843,-1.477814342,0.745559149,-0.171958454,0.382021695,-0.416229453,-1.171853354,-1.07563832,-0.700277649,0.165154517,-1.543569957,-1.336263413,-0.135805778,0.178603811,-1.961573594,-2.316017174,-1.982699083,0.119938575
Anxa2,2.216296036,-0.115744789,-1.474617121,0.009353666,0.418032626,-0.214526419,0.436628484,0.580714261,0.228672798,-0.168558638,0.920340605,0.320719785,-0.32366619,0.26470615,0.330995455,1.339206957,1.098425133,-0.118868666
Capza2,-1.399005894,-0.886097956,0.652066053,0.258761165,0.782334182,0.352404005,-1.048497851,-0.871533003,0.124692393,0.735742736,-0.948971326,-0.53416364,0.466951145,0.456901709,-1.557684133,-1.350996985,0.509938235,-0.480930026
Ces3a,-0.140006048,0.928806402,-1.387924094,0.36654731,-0.006974162,1.162854135,0.598901398,-0.223988105,-0.321101261,-0.111870838,0.466886809,-0.052704215,-0.466329541,0.284941964,-0.086814526,0.191494919,-0.814802662,0.804103831
Ugt1a1,-0.568817451,0.176163452,-1.159495731,0.517075441,-0.446498467,0.767350892,-0.056046938,-0.08489199,0.070713694,0.313990327,-0.169811167,-0.358771868,0.331731143,0.528076466,-0.001138834,0.480503754,-0.278189679,0.40444854
Eef1a1,-0.400856626,-0.299679529,0.62441945,-0.073288576,0.185964527,0.021958145,-0.592748528,-0.555842975,-0.00238988,-0.016053043,-0.383423421,-0.489408977,-0.145228955,0.114256952,-0.64560502,-0.669042421,0.392349363,1.475348208
Flnb,-0.311074293,-0.325103315,0.575048387,-0.357629043,-0.163449746,-0.291877153,-0.669936411,-0.437057758,-0.211128641,-0.196242326,-0.797251546,-0.313601181,0.130805781,-0.421232114,-0.606400264,-0.789151688,-0.747337495,-0.950286444
Farsa,0.34547337,0.929548946,-0.50290395,0.108278827,-0.588201968,0.541721404,0.286672613,0.830231357,0.347738322,0.146029787,0.478176856,0.564059358,0.616261279,0.233587912,0.066380874,0.95559011,0.500870974,0.640667907
Actn4,0.321545716,-0.488982822,0.458179118,0.301429969,1.033802497,0.203331584,-0.768687976,-0.683990388,-0.016552579,0.346222446,-0.522581099,-0.27526665,-0.052269877,0.153983075,-0.847940216,-0.526110084,0.413637207,-0.406428494
Rps3,-0.149062672,0.40221941,-0.450417475,0.123279602,-0.145489693,0.270010056,0.299504156,0.145414486,0.104714743,0.320150342,0.361844955,0.125153161,0.170108364,0.415589908,-0.872121983,-0.70956737,-0.816453405,0.610575221
Actr3,-0.167699154,-0.205944532,0.793831816,0.256032801,0.590877869,0.339577206,-0.591226751,0.008413612,0.245255594,0.064055147,-0.790096829,-0.239129486,0.372664169,0.40537013,-0.581001739,-0.623616191,0.051764911,-0.405579996
Capzb,-0.993446891,-0.98855759,0.779153905,0.314430409,0.604547629,0.595260691,-1.073029555,-0.771413044,0.223324898,0.533402106,-1.199404907,-0.694037382,0.309969268,0.597622487,-1.510434331,-1.669140996,0.303695125,1.365307271
Rpl7a,-0.352503856,0.394295341,-0.628341752,-0.166620495,-0.90059358,-0.106043273,0.671561479,0.264495506,-0.001893794,-0.056880324,0.493415439,0.235011488,0.148812864,0.290160336,-1.128876353,-1.347115873,-1.469534995,-0.517379058
Arg1,-1.073653434,-0.007249685,-0.038661753,-0.33430396,-0.589643172,0.509153617,0.031717048,-0.74199263,-0.902691754,-0.553137182,-0.467648116,-0.745318869,-0.118914248,-0.533841998,-0.148772387,0.315091498,-0.101656173,0.124068735
Rpl27a,0.283379249,0.525704464,-0.429054745,-0.142044249,-0.453543981,-0.536294197,0.470143944,0.298946507,-0.041696372,0.056847392,0.61143779,0.257944028,-0.090971864,0.157061246,-0.796754413,-0.648112312,0.305103053,-0.117589095
Rpl8,0.171118851,0.458417029,-0.268139393,0.007593077,-0.458399669,-0.031990547,0.461086699,0.282055608,0.069190253,0.3180695,0.602787752,0.289720802,0.096045799,0.30369363,-0.846883009,-0.549984824,-0.505853582,0.45437873
Rps25,-0.040165369,0.468715894,-0.73451331,0.099294761,-0.625929713,0.109938262,0.304406315,0.204169607,0.001771516,0.247125056,0.28660337,0.209888958,0.188693924,0.258869599,-0.952916533,-1.088127254,-1.220128447,-0.542628445
Serpina1a,-0.058439449,0.44295918,-0.762912716,0.704044016,-0.05218797,1.482133447,0.216572491,-0.180201685,0.273622332,0.163545981,0.129212263,0.360552784,-0.094429719,0.208633993,-0.29496093,-0.039643131,-0.855344968,0.485980666
Actb,-1.03843295,-1.468589322,1.151218426,0.30174944,0.859975474,-0.016090345,-1.580026452,-0.721336704,-0.243606072,0.388690592,-1.689142915,-0.749747759,0.089306349,0.23779887,-1.958763104,-1.178026309,-0.41712966,0.323792473
Rpl24,-0.284591001,0.570432702,-0.564514687,-0.098028656,-0.661997317,-0.09989857,0.599416061,0.418338591,-0.027368371,0.119246286,0.456404679,0.322877569,0.17796258,0.314779233,-1.262331849,-1.439225387,-0.887541897,-0.411555662
Rps23,0.031563573,0.466691846,-0.588547831,-0.419126711,-1.098220805,-0.017951561,0.294314305,0.20018505,0.076304365,-0.177853858,0.339195688,0.250253592,-0.192000584,0.058794606,-0.946603746,-0.959384622,-1.215716766,0.23516964
Cyp2e1,-0.130708037,0.556132357,-1.003092194,-0.011476126,-0.469399236,0.738369072,0.385330218,-0.110984181,-0.190430489,0.050491445,0.173211592,-0.352152169,0.166285443,0.219110347,0.049598989,0.159473173,-0.9005502,0.346322395
Rpl36,-0.025458363,0.722843866,-0.83640765,0.073181951,-0.968786773,0.225058779,0.510152374,0.382429038,0.264247924,0.019294862,0.532039074,0.284972455,0.178466112,0.268985142,-0.089966955,-0.372720012,-1.306471616,-0.17664044
Pgk1,0.7580597,0.811880748,-1.629761036,0.493088881,0.134186296,0.228105918,0.490002485,0.209266201,0.43161285,0.066085106,0.294032292,0.628560132,-0.418305745,0.572439826,0.289636685,0.81195162,1.181412573,0.495475818
Rpl23a,0.265453608,0.954519215,-1.054506246,-0.258189381,-1.116308154,-0.412888104,0.917254462,0.91922184,-0.175437447,-0.198531139,0.662684987,0.709069892,0.207000592,0.278978767,-0.426221869,-0.459223865,-1.293164056,-0.44361251
Myo18a,-1.262275325,-1.094799077,0.811219351,-0.470234674,-0.223102379,0.062873704,-1.128231677,-0.649077507,0.006667027,-0.339339687,-1.409505166,-0.307021097,-0.370768875,-0.073643332,-1.529043737,-1.359478454,-1.075420545,-0.549731332
Myl12b,-1.787255456,-1.214841591,0.812347767,0.324247057,0.778632042,0.643756818,-1.028134619,-0.668339583,-0.052774973,0.592781804,-1.541458189,-1.030178636,0.324981996,0.611491272,-1.777327197,-1.79608412,-1.803258173,-1.591315661
Rps4x,-0.233358977,0.350736499,-0.464532184,0.19394035,-0.606615741,0.138831678,0.36221047,0.39161808,0.07518903,0.688652754,0.416710984,0.134454939,0.46144305,0.568255748,-1.0639899,-1.090765625,-0.883415524,-0.432721233
Rpl13a,-0.097331004,0.688103956,-0.432436223,-0.105490159,-0.956866841,0.009222803,0.57898378,0.384478697,0.231275478,0.211287891,0.545300083,0.386449854,0.173652939,0.331896922,-1.074289889,-0.892139034,-1.266701148,-0.338350499
Myh10,-1.867783976,-1.654192594,0.963355799,-0.27627674,0.30460134,-0.622196118,-1.600110406,-1.04229193,-0.417319426,-0.140431174,-1.719150425,-1.139649829,-0.500296875,0.022332073,-1.679162516,-2.10158214,-3.123269622,-2.795908521
Rps3a,0.107172013,0.714164303,-0.534742513,0.183108771,-0.671028375,0.49288101,0.711269088,0.545760224,0.047087976,0.10591591,0.528081411,0.366528909,0.212248572,0.346053092,-0.433112945,-0.922499806,-0.936715342,-0.163823234
Tuba4a,1.09527553,-0.301107312,0.604945589,0.24932014,0.44412079,0.342556355,-0.666210139,-0.543973045,0.256862649,0.111449537,-0.683143713,-0.322788731,-0.15594682,0.300626389,0.253060835,-0.16564827,0.740676541,1.793102967
Aldh1l1,-0.772789491,-0.131580242,0.01303915,-0.157252814,-0.038857137,0.130723947,-0.371712952,-0.265458618,-0.427109666,-0.329262614,-0.602133884,-0.497016717,-0.167133617,-0.246294574,-0.012212421,0.049134553,-0.972609131,-0.146189682
Ugt2b17,-0.584814204,0.636150136,-1.314489468,0.583479523,-0.126392347,1.357187692,0.125476048,-0.367317779,-0.259456878,0.209499085,-0.111434348,-0.565139584,-0.089643254,0.336365217,-0.069789076,0.518218897,-0.526747375,0.853565933
Slc25a5,-0.005353914,0.062157147,-0.720193835,0.255402318,-0.178900593,0.667668834,-0.445856381,-0.366307987,0.803990521,-0.157593966,-0.147744265,-0.897554469,0.093719548,0.649385988,-0.487717336,-0.650380431,-0.103855711,3.34489128
Rps18,-0.254520814,0.630589193,-0.455794806,0.529796769,-0.861846749,0.075302981,0.291752884,0.464098078,0.4206458,0.575670385,0.140061894,0.237603546,0.660800901,0.554847322,-0.572571428,-1.159407155,-0.858560432,-0.426614387
Ddx3x,-0.229377861,0.158304288,-0.027310952,0.083976483,0.171059408,0.030019057,-0.191190071,-0.049312849,0.091085136,0.474486149,-0.167251332,-0.11251357,0.389883543,0.121413026,-0.78446396,-0.473032086,-0.567773581,-0.363718142
Aldh1a1,-0.808801975,-0.078755411,-1.059668846,-0.20159047,-0.116387497,0.747439001,-0.350791356,-0.228902798,0.012450876,0.08536994,-0.312169473,-0.388778702,-0.001434734,0.074209868,0.249750077,0.47907993,0.121113389,2.138722707
Fmr1,-0.869239708,-0.882490294,0.281308257,0.569980084,0.094152983,0.730324759,-0.814442801,-0.60481265,1.230404665,0.662401175,-0.586258242,-0.219637126,0.876641137,0.739785872,-0.696747192,-0.770388143,0.249998614,1.60744241
Hnrnpu,0.414654899,0.629660417,-0.070988161,-0.136676371,-0.25156703,-0.397882647,0.328795144,0.247880077,0.318450242,0.056322387,0.364759446,0.268052051,-0.044796364,0.186769761,-0.50875559,-0.673967507,-0.342546016,-0.446368899
Sptbn2,-0.50667187,-0.243939653,0.503667289,-0.01967315,-0.274860838,-0.002939073,-0.626685185,-0.514613909,-0.097200758,-0.013154715,-0.817303306,-0.144955059,-0.156539123,-0.297993153,-0.563333185,-0.225235987,-0.908695579,-0.95793594
Rpl26,0.3915306,1.135356774,-0.390255423,-0.177565994,-0.863592782,-0.186509784,1.133294007,1.05051351,-0.112514187,-0.155329987,1.040850484,0.757756435,0.027233748,0.163802602,-0.568562567,-0.942817189,0.272693104,0.165380506
Hist1h4a,0.868692829,1.247496348,-1.497927418,0.403230629,0.977971417,0.686931945,0.470905259,0.819372407,0.962740625,0.263328687,0.292952354,0.796255396,0.229944855,0.962968381,1.06583685,-0.0091665,1.762232224,2.409376428
Mup2,-0.000917105,1.476132407,-1.048119022,0.245459775,-0.167868242,1.469247058,0.768906684,-0.626448273,-1.091094535,-0.226153549,0.358373238,-0.337341294,-0.754208327,-0.200598598,-0.694778376,0.056498309,-0.657153655,0.930655911
Epb41l5,0.085358504,0.453303529,-0.841257623,0.365159659,-0.25517462,0.639930649,0.056200536,-0.097796092,0.289347496,0.10270149,-0.157206787,-0.383732034,0.111389495,0.446238746,-0.309838532,-0.24052426,-1.40585183,-0.351571908
Rpl28,0.158010614,0.981655914,-0.456226072,-0.047347021,-1.126464422,-0.012141438,1.215975213,0.971743412,0.035163358,-0.022207892,0.872715022,0.7070658,0.304689025,0.430994254,-0.251347187,-0.834214396,-1.14850553,-0.141161859
Rps27a,-0.01193479,0.202045238,-0.057035402,-0.094155818,0.149751916,-0.245455467,-0.126171069,-0.119760015,0.103842741,0.033360543,0.24842973,-0.071565494,-0.490926201,-0.108097061,-0.11114881,-0.655890375,0.494226764,1.006551196
Mttp,-0.365927484,0.485793177,-1.244424708,-0.132019844,-0.576369222,0.473885681,-0.023872371,-0.130531101,0.113209815,-0.014298551,-0.009781503,-0.289669289,-0.077466548,0.074038503,0.332088353,0.601540764,-0.290402676,1.10623284
Anxa1,0.630801257,1.675655995,-0.732407011,0.109211282,-1.281137794,-0.43044837,1.088032765,0.966142982,0.674520667,-0.964539353,0.437356992,1.686053013,-0.791128915,-0.385771359,0.793554283,4.936739122,3.105703412,0.347155234
Rpl35a,0.203844528,0.95614087,-0.101610666,0.342771088,-0.540458211,0.287241166,0.946994527,0.80757117,0.29302031,0.213062452,0.847319381,0.450291133,0.206787691,0.547536124,-0.399779079,-0.50243181,1.027987932,0.011694172
Cyp2f2,0.140937738,1.063227978,-1.107867187,0.193649732,-0.217922688,0.83783003,0.545519663,0.111612262,-0.1752147,-0.091199478,0.190193357,0.013302137,-0.102109966,0.09784358,0.236843197,0.617015658,0.210827819,0.654410119
Atp5a1,0.981611455,1.053948496,-0.812983917,0.739305858,0.533017056,0.878714324,0.153954821,0.009138268,1.464634571,1.025907268,0.186753424,-0.106244313,0.775972286,1.477742588,0.056751559,0.017876125,0.670273686,2.576081331
Hspa8,-0.4066325,0.064201916,0.529732582,0.303816051,0.203823715,0.306205658,-0.425944536,-0.27287886,0.300561145,0.164410678,-0.417233216,-0.14119084,0.055886126,0.041225729,-0.41078933,0.098216469,-0.144615118,-0.229452292
Rrbp1,0.293273433,-0.529107731,-0.458082482,-0.339154758,-1.540283182,-0.367980708,0.58812149,0.217412071,-0.105044051,-0.008984109,0.559079871,0.345093959,-0.369973643,-0.323431834,-0.233409603,-0.090154781,-0.926334605,-0.561439395
Tpm3,-0.565674749,-1.006698759,0.659445213,0.034335477,0.524445816,-0.406181202,-1.347734126,-0.633729483,-0.434770689,0.20168,-1.520644793,-0.776526709,-0.385947867,0.075976799,-0.261190677,-1.024576322,-0.907536068,-1.031840799
Hist1h1b,0.703262897,1.335282978,-1.154816895,-0.34938992,-1.186028707,0.218734582,1.451272261,1.27231919,-0.203922317,-0.244454136,0.878086073,1.460681479,-0.138685455,-0.194596545,0.784758223,0.241595415,-0.357004045,0.17565012
Calm1,0.67218729,-0.056133828,0.144055188,0.308264646,1.046972639,0.311508157,-0.478282973,-0.105597414,0.355463162,0.424746475,-0.245163626,-0.140357471,-0.016410596,0.289994176,-0.435432721,-0.530457274,0.59639049,1.834325449
Acsl1,-0.491824603,0.448613308,-0.527322534,0.137026341,-0.223105156,0.684805333,-0.011091604,-0.370671845,-0.140730993,0.093484223,-0.230884025,-0.552156485,-0.194603508,0.08131886,-0.10835432,0.449895384,-0.375143608,0.69657147
Aldob,-0.263773562,0.744381208,0.03424602,-0.083961776,-0.498957169,0.226052949,0.270636008,1.104933737,-0.47661447,-0.097886986,0.202767721,0.273026612,0.387108648,-0.059246988,0.787356667,0.534579367,0.362790287,0.378728384
Fcgr2,0.336470854,1.26299215,-1.195560431,0.447646313,-0.350013564,0.929757318,0.834598831,0.416069895,0.338084342,0.431271949,0.606451215,-0.020607919,0.552448742,0.37818225,-0.03488364,-0.175653855,-1.000141286,0.396753999
Rpl35,-0.2220207,1.027875192,-0.748532615,-0.247143911,-1.219017609,-0.12612332,0.962188856,0.810195549,0.144486774,0.070692925,0.780214758,0.744610296,-0.328779368,0.251287875,-1.02472042,-1.4080895,-1.523171889,-0.527929358
Hbbt1,0.829725222,0.502183582,-0.582336769,-0.987526176,-2.031569733,-0.052773257,0.928405551,0.43352314,-0.676706085,-1.442719425,-0.13152322,1.268050379,-1.901068119,-1.75905391,0.046002088,0.351241916,-1.651766474,-0.048446845
,-0.558707389,-0.261912406,0.189401111,0.479405023,-0.426286421,0.285274617,-0.238080584,-0.001248502,0.445486572,0.81998078,-0.23403216,-0.106732765,0.608365596,0.240816693,-1.226198003,-1.415836124,-0.896092557,-0.131972887
Iqgap2,-0.840232379,-0.800507485,0.643595205,-0.016998185,-0.17827949,0.096846813,-0.704032037,-0.41691144,-0.060327497,-0.056645466,-0.929211035,-0.844033016,-0.201084096,-0.011039526,-1.169184373,-0.705264905,-1.711275006,-1.205607046
Hsd17b13,-0.248123278,0.271173504,-1.049052408,0.011941744,-0.191061086,0.336214564,-0.065396751,-0.03195867,-0.090661527,0.523104097,-0.413999666,-0.487781242,0.642976153,-0.257591275,-0.597606725,-0.139801297,-0.49784473,0.337538922
Hadha,0.040272901,0.319325581,-0.135443636,0.248634454,0.209272374,0.02260182,-0.729984249,-0.517062507,0.704541807,0.225062185,-0.42805517,-0.943780874,-0.034503628,0.501068446,-0.838386178,-0.976159321,-0.740065773,0.410140556
Anxa6,-0.390202724,0.194027076,-0.901426054,0.342166204,0.293499603,1.043553816,-0.253474822,-0.281771748,0.385655717,0.65552629,-0.371170938,-0.153848983,0.326382819,0.147330151,-0.164526935,0.32615424,0.017020881,1.596510188
Sptan1,-0.846955456,-0.911479211,0.791933755,-0.012331805,-0.144407672,0.056931384,-1.085920362,-0.752744766,-0.076291791,0.121508223,-1.267542658,-0.703486502,-0.148196069,-0.313339507,-1.024724481,-1.276152501,-0.972024422,-0.425096895
Ugt1a9,-0.625277637,-0.089843449,-1.137148555,-0.402992928,-0.337857463,-0.711369949,-0.197760773,0.037282565,-0.590719419,-0.194338734,-0.690072376,-0.318087249,-0.647879234,-0.055211092,0.028891778,-0.202741941,-1.338160577,-0.904341501
Rps13,-0.222341004,0.763327267,-0.712899964,-0.079789163,-0.061268952,-0.062702747,0.594207503,0.650370684,-0.394445367,0.127166281,0.503834429,0.501583081,-0.35781719,-0.46955846,-0.72869066,-1.18428223,-2.088280685,-1.586523535
Hsd17b12,-0.350999054,0.142111713,-0.679263582,0.623257382,-0.533536179,0.384391714,-0.134797224,-0.074226048,0.535734172,0.705060187,-0.411062753,-0.670359149,0.498759471,0.616923661,-0.223510458,-0.217351466,-0.959341594,0.321861093
Coro1c,-1.385039752,-0.950752769,0.918608415,0.187213892,0.348108915,-0.023490266,-1.214486216,-0.578286876,-0.329113757,0.355141301,-1.883274335,-0.768366065,-0.169114334,0.033962628,-1.797234533,-1.911283747,-1.468479074,-1.398935523
Gstp1,-1.109272002,0.440592307,-0.116705872,-0.126160774,-0.364009597,0.543294041,0.413502269,-0.203226064,-0.629706328,-0.121102609,-0.291510511,-0.483134952,-0.497884079,-0.008326912,0.141265559,0.467422716,-0.28091001,0.642588085
Acsl5,0.091044608,0.352878001,-0.40296165,0.250438136,-0.623289983,0.328570392,0.131092019,-0.147972585,0.124557696,0.215859846,-0.288709865,-0.293267118,-0.099426942,0.064526475,0.195349969,0.384912906,-0.069969025,0.50967504
Egfr,-0.727631032,-0.49355166,0.60533296,-0.135953159,-0.167946855,0.155313072,-0.523978646,-0.665034949,-0.04215428,-0.282967515,-0.822299964,-0.722450907,-0.433022874,-0.457741049,-0.878056171,-0.716366445,-0.966908844,-0.236611484
Fasn,-0.839593702,-0.515218243,0.549641434,-0.574961935,-0.4749318,-0.586926811,-0.393371469,-0.409333226,-0.077793167,-0.035231159,-0.799887464,-0.557907853,-0.062271435,-0.526572932,-0.329876325,-0.086811461,-0.426685884,-0.456835116
Phb2,0.778777858,1.023573051,-0.880633395,1.028209159,1.047037407,0.848989761,0.3726783,0.7915597,1.308971973,1.173114312,0.074163555,0.652488466,0.84859507,1.024763254,0.081324311,0.802133488,0.795217255,1.040771311
Sptbn1,-1.039932846,-0.981735056,0.602352055,0.195094556,-0.182993776,0.540401595,-0.817120655,-0.482532143,0.238412045,0.098937747,-1.055285334,-0.687079548,-0.257480074,-0.002595328,-0.48322345,-1.048028708,-0.494328877,0.591895043
Gsn,-1.164625244,-1.37429142,1.297838569,0.036155433,0.557337661,-0.454854291,-1.216672952,-1.023364306,-0.067193527,0.495812392,-1.52977217,-0.876097551,-0.106741596,-0.144900802,0.39713732,-1.504962242,-0.62635042,-0.613348039
Mettl7b,-0.33261303,0.352895115,-0.407468807,0.255803498,-0.470162994,0.543707185,-0.027702561,-0.178192346,0.144400006,0.143059461,-0.359597613,-0.7717476,-0.264841844,0.23147025,-0.320728971,-0.112454987,-0.948692509,0.248996045
Ces1d,-0.017205195,0.548624851,-1.431382073,0.409364197,-0.464144563,0.792372096,0.228466069,-0.051509148,-0.395815088,0.050533117,-0.617383398,-0.643698292,-0.00571089,-0.08934981,0.209532521,0.353599686,-0.359398454,0.568599322
Lmna,1.768750671,0.306606709,-1.383532973,0.392088451,2.139641226,0.2345525,0.247071178,0.791825228,0.542240421,-0.186474052,-0.233403165,0.234689142,0.00221839,0.350824682,1.068873164,0.493924459,2.386080517,0.525064845
Abcd3,-0.88511938,-1.091258391,0.991084609,0.23440598,-0.61071661,-0.434872806,-1.15506932,-0.660984574,0.385983004,0.543267138,-1.202984351,-0.756599948,-0.117992856,0.258659466,-1.435831952,-1.640676787,-1.98699386,-1.264299434
Pygl,-0.148705436,0.774161133,-1.200757242,-0.26233707,-0.305342042,0.825202332,0.468008112,-0.008503856,-0.01822104,-0.177728158,-0.549789431,-0.186033706,-0.028124783,-0.15841224,-0.092376656,0.454195715,0.136679958,0.249673272
Mvp,0.282104285,0.446191942,-1.156471533,0.301612804,-0.325154501,0.605548077,-0.023111389,0.334651061,0.428119709,0.630809167,-0.160040955,-0.029370344,0.250767615,0.117292877,0.089389122,0.183297797,1.027063642,0.752802484
Cyp2j5,-0.404075044,-0.037056115,-0.848365483,0.448702026,-0.929901289,0.237743181,-0.080130298,-0.098955935,0.360041664,0.465458981,-0.620397509,-0.261155787,-0.053053999,0.286059166,-0.305462712,0.120043612,-0.309754204,0.212156201
Alb,0.075459514,1.846193905,0.032478044,1.241699099,0.213588339,1.987614205,0.546497564,0.185373182,0.824295849,0.151888166,0.002721987,0.300213587,-0.087968577,0.31188405,-0.125066199,-0.076137959,0.03425844,0.618771408
Sdc4,-0.761285057,-0.673428858,0.174541825,-0.360500821,-0.185438621,-0.623587764,-1.341474204,-0.880374009,-0.014005534,-0.018464745,-1.289647766,-0.947815754,-0.765825181,-0.262866979,-2.148494819,-2.055685551,-1.912223663,-2.041242723
Parp9,-0.561665036,-0.128373859,0.126962467,0.002838067,-0.381908744,0.408022485,-0.403018719,-0.430788908,0.481777256,0.886463678,-0.297575614,-0.197045048,0.196090712,-0.027448395,-0.701999493,-0.652377098,-0.980940419,-0.687720601
Mettl7a1,1.567411609,0.335609828,-0.808939061,0.4238194,0.080601192,0.809468916,0.184897268,0.016378711,0.725273671,0.398268699,-0.273318945,0.114252996,-0.114939088,0.350174208,-0.18372916,0.258072705,-0.434678195,0.122375546
Hist1h1c,0.528696173,1.44170434,-1.339060599,-0.32804102,-1.967112684,-0.358506876,1.258612967,0.912421268,-0.300983756,-0.305465001,0.762145242,0.589641416,-0.418845319,-0.43595167,0.304813512,-0.739060371,-0.620274161,-0.470460157
Cyp3a11,-0.578021954,-0.092637717,-1.176941102,0.043922253,-0.896509877,0.325474808,-0.530594877,0.069089867,-0.009648622,0.05011798,-0.768885989,-0.843405364,-0.168986936,-0.067118669,0.32791772,0.503417722,-0.727661065,0.481163782
Mthfd1,-0.209933441,0.361422395,-1.044764242,0.214358611,0.002776785,0.456301334,0.096974362,1.018996927,-0.156374579,0.305209957,0.002077819,-0.25819064,0.143556173,0.243401277,-0.744976384,-0.099385334,-0.590662653,0.715087211
Ddx1,-0.546157057,-0.290790392,0.210069148,0.407217853,-0.314808303,0.504261341,-0.348914125,-0.158564817,0.543088063,1.0082406,-0.358340117,-0.273640926,0.281930027,0.275095922,-1.165526484,-1.032187305,-1.080633386,-0.325529253
Synj1,-0.888509572,-0.379122305,0.77353873,0.024378021,0.27467091,0.16220984,-0.792174586,-0.287184586,0.384096035,0.562122474,-0.872950216,-0.226285435,-0.042889828,-0.155619793,-0.948286187,-0.99997328,-0.142236768,-0.321893465
Edc4,0.076628045,0.13528684,0.256639691,0.033595401,0.292183387,-0.155001641,-0.130686182,0.152015879,0.320828328,0.586672629,-0.286052257,0.116384647,-0.245637623,-0.03714826,-0.117975912,-0.288264778,-1.060904224,1.714884532
Ces1f,-0.068179867,0.709186783,-1.853238796,0.108221643,-0.616046386,0.677734705,0.438211884,0.184078184,-0.355051904,-0.112406145,-0.448970014,-0.270634363,-0.355398978,-0.115791802,0.325242535,0.64681947,-0.474617642,0.851358826
Myo1d,-1.692164755,-1.773220353,0.998618423,0.243354372,0.744344649,0.161827832,-1.510674387,-1.206824269,0.060194411,0.442274312,-2.117699407,-1.277804819,-0.147296767,-0.164804463,-2.0505477,-1.894870269,-0.28238844,-0.170396398
Myh14,-1.956168193,-1.896513846,0.805292364,-0.220150732,0.258363049,-0.55440304,-1.674485443,-0.991272775,-0.560915328,0.045958007,-2.050259086,-1.403161919,-0.606058612,-0.634717716,-1.824144927,-2.047599238,-2.002730293,-2.296103159
Myo5b,-1.429397662,-1.066063875,0.645282952,-0.341156451,-0.13546598,-0.347388337,-1.183849481,-0.545829864,0.330867417,0.624121874,-0.623087327,-1.094297508,0.177680311,-0.627758657,-1.469565084,-1.186146267,-0.956135048,-0.853962958
Acox1,-0.214065673,0.379786763,-0.014989395,0.069717191,-0.686970614,0.328643599,-0.053846422,-0.040261267,0.576998506,0.264359756,-0.388162857,-0.832879852,-0.318742738,0.221848707,0.016184244,0.21088653,-0.102122789,1.923097012
Sptb,-0.832611579,-0.705368249,0.718906339,-0.162052828,-1.131820937,-0.350627957,-1.017862622,-0.482617026,1.111175882,-0.027341606,-1.257919219,0.543617971,-0.43561457,-1.156792097,-1.239112331,-0.97881117,-0.436171132,-0.828456054
Caprin1,-0.632083726,-0.546107188,0.159149898,0.107300597,-0.469812939,-0.27587095,-0.227408441,0.149527514,0.456438049,0.995677471,0.00370332,-0.140049655,-0.012078685,-0.565304188,0.328575259,-0.109705441,-0.462804736,0.317121118
Gak,-1.586721548,-1.640920005,1.161908624,-0.139318041,0.489531847,-0.474042535,-1.40267043,-0.770498975,-0.513693626,0.095683757,-1.609063142,-0.920354449,-1.017740532,-1.106735994,-1.642264499,-1.345114873,-1.466927583,-1.080099035
Pabpc1,-0.435191554,0.064123382,-0.089336215,0.257638835,-0.454736306,0.370643776,-0.082403494,0.263633939,0.614463527,1.281128165,-0.204033239,0.07568437,0.183435018,-0.199786419,-0.030593183,-0.209607933,-0.536362244,0.125684022
Ap2m1,-2.059402026,-1.360710482,1.046472461,0.397296158,1.001385359,0.327113748,-1.388255777,-1.046448707,-0.095215869,0.818301112,-1.892260568,-1.504207234,0.025862481,-0.631986372,-1.546367764,-2.010486252,-0.582650654,-0.601499838
